,MSE,RMSE,R2_Score,Train_Time
0,0.00042361725740871966,0.02058196437196216,0.896891004903309,143.34815096855164
1,9.199926893669005e-05,0.009591624937240303,0.9397197316665936,173.19881415367126
2,0.00036721084200459314,0.019162746202060734,0.9817615780559813,209.602872133255
3,0.0007552404394164212,0.027481638222937532,0.9138622657005316,241.372948884964
